Name on IMDb,Birth Name 
Dan Tobin,Daniel Malloy Tobin
Elaine Riley,Elaine Louise Riley
Luis Van Rooten,Luis D'Antin Van Rooten
Margaret Field,Margaret Joy Morlan
Hadley Kay, Not Found
Max Showalter,Max Gordon
Denis O'Dea, Not Found
Mark Doerr, Not Found
Ramon Novarro,Jose Ramón Gil Samaniego
Don Alvarado,José Paige
John Hodiak, Not Found
Kasia Orzazewski,Catherine Galizewski
Edward Norris,Septimus Edward Norris
Marjorie Woodworth, Not Found
John Shay,John Philip Patrick Shay
Sab Shimono,Saburo Shimono
Gary Hetherington, Not Found
Charles Tait, Not Found
Judy Holliday,Judith Tuvim
Lillian Hellman,Lillian Florence Hellman
Charles Kemper, Not Found
Billy House,William H. Comstock
Lillian West,Lillian Mildred West
Larry Thor,Arnleifur Lawrence Thorsteinson
Dick Pinner, Not Found
Robin Morse,Robin Burton Morse
'Snub' Pollard,Harold Hopetown Fraser
Rod Whitaker,Rodney William Whitaker
Peter Stark, Not Found
Ruth McDevitt,Ruth Thane Shoecraft
Herb Voland,Herbert Maurice Voland
Hope Summers,Sarah Hope Summers
Edmund L. Hartmann, Not Found
Jesslyn Fax, Not Found
Nydia Westman,Nydia Eileen Westman
Loretta Young,Gretchen Michaela Young
Victor Trivas, Not Found
Jack Voglin,Arthur Caldwell Voegtlin
Bob Cowan, Not Found
Corson Jowett,Corson James Jowett
Edwin Balmer, Not Found
Albert Nozaki, Not Found
Gene Merritt,Eugene Powell Merritt
Walter Oberst, Not Found
Odoardo Spadaro, Not Found
Clyde Beatty,Clyde Raymond Beatty
Joe Besser,Joseph Besser
John Dennis Johnston, Not Found
Luis Contreras,Luis Roland Contreras
Broderick Crawford,William Broderick Crawford
Hobart Cavanaugh, Not Found
Freddie Steele,Federick Earl Burgett
Ben Bard,Ben Greenberg
Marion Martin,Marion Suplee
Connie Marshall,Connie Beekman Marshall
Nicholas Joy,Nicholas Frecknall Joy
Peter Kuran, Not Found
Richard Wattis,Richard Cameron Wattis
Aubrey Mather, Not Found
Arthur Franz, Not Found
Robin Raymond,Eleanor Robin
William F. Leicester,William Francis Leicester
Dan Seymour,Daniel Seymour Katz
Sara Haden,Catherine Haden
Sarah Edwards,Sarah Mary Edwards
Charles Smith, Not Found
Pierre Hatet, Not Found
Betty Garde,Elizabeth Garde
Berry Kroeger,Walker Berry Kroeger
Walter Baldwin, Not Found
June Storey,Mary June Storey
Claudia Drake,Olga Judy Fishbine
Edmund MacDonald,Edmund Francis MacDonald
Tim Ryan,Timothy Thomas Ryan
Esther Howard, Not Found
Pat Gleason,Patrick Gleason
Martin Goldsmith, Not Found
Anabel Shaw,Marjorie Henshaw
Harry Lewis, Not Found
Joseph H. Lewis, Not Found
Paul Eiding, Not Found
Jim Ward,James Kevin Ward
Rachel Grant,Rachel Louise Grant de Longueuil
Joshua Logan,Joshua Lockwood Logan III
David E. Vogel, Not Found
Patricia Morison,Eileen Patricia Augusta Fraser Morison
Geoffrey Hughes, Not Found
Windsor Davies, Not Found
Glen Campbell,Glen Travis Campbell
Susan Egan,Susan Farrell Egan
Sam Rolfe, Not Found
Vladimir Mashkov,Vladimir Lvovich Mashkov
Dorothy Hart, Not Found
Anne Sargent,Helen W. Thomas
Adelaide Klein, Not Found
Grover Burgess, Not Found
Tom Pedi, Not Found
Enid Markey,Enid Virginia Markey
Mark Hellinger, Not Found
Malvin Wald,Malvin Daniel Wald
Serinda Swan,Serinda G Swan
Derek Jarman,Michael Derek Elworthy Jarman
Jack Mulcahy,John Joseph Francis Mulcahy III
Gerry Toomey, Not Found
Salome Jens, Not Found
Frances Reid,Anna May Priest
John Lawrence, Not Found
Elisabeth Fraser,Elisabeth Fraser Jonker
Robert Brubaker, Not Found
David Ely,David Eli Lilienthal
Reginald Sheffield,Matthew Reginald Sheffield Cassan
Milburn Stone,Hugh Milburn Stone
Oscar Millard,Oscar Ernest Millard
Robert Presnell Sr., Not Found
Brenda Sykes,Brenda Louise Sykes
Andrew Duggan,Andrew Maurice Duggan
Parley Baer,Parley Edward Baer
Joel Fluellen, Not Found
Richard Alan Simmons, Not Found
Karel Fiala, Not Found
Chad Donella, Not Found
Arthur V. Johnson,Arthur Vaughen Johnson
Marion Leonard, Not Found
Charles Cane,Charles Cannefax
Oliver H.P. Garrett, Not Found
Allen Rivkin, Not Found
Emmett Corrigan,Antoine Zilles
Sandy Roth,Sanford Lewton Rothenberg
Joe Alaskey,Joseph Francis Alaskey III
Robert Alan Beuth, Not Found
Anang Desai, Not Found
Gordon Gordon, Not Found
Mildred Gordon,Mildred Nixon
Leonid Vasian,Leonid Gregory Vasian
Edward Streeter, Not Found
David Packer, Not Found
Lucina Paquet,Lucina Mildred Paquet
Tom Milanovich, Not Found
Eddie Bo Smith Jr.,Jr. Edward William Armstrong
Joseph F. Kosala, Not Found
Len Bajenski, Not Found
Craig Jackson, Not Found
Linda Melazzo, Not Found
Linda Rizzuto, Not Found
James Giovannetti Jr., Not Found
Lisa Lu,Yen Chun Lu
Geraldine Brooks,Geraldine Stroock
Gregory Knoph, Not Found
Tony Mumolo,Anthony Victor Mumolo
Maria Marx, Not Found
Nicolle Riddell, Not Found
Meri McDonald, Not Found
Sandy Richman, Not Found
Rodina Keeler, Not Found
Sidney Kingsley,Sidney Kirshner
Georgiy Vitsin,Georgi Mikhailovich Vitsin
Yuriy Nikulin,Yuri Vladimirovich Nikulin
Nina Grebeshkova,Nina Pavlovna Grebeshkova
Nonna Mordyukova,Nonna (Nojabrina) Victorovna Mordyukova
Stanislav Chekan,Stanislav Yulianovich Chekan
Vladimir Gulyaev,Vladimir Leonidovich Gulyayev
Leonid Kanevskiy,Leonid Semenovitch Kanevskiy
Mikhail Pugovkin,Mikhail Ivanovich Pugonjkin
Evgeniy Morgunov,Evgeniy Aleksandrovich Morgunov
Emmanuil Geller,Emmanuil Savelyevich Havkin
Zoya Fyodorova,Zoya Alekseyevna Fyodorova
Andrey Fayt,Andrey Andreevich Feyt
Rina Zelyonaya,Yekaterina Vasilyevna Zelyonaya
Alok Nath, Not Found
David Haines, Not Found
Jean Brooks,Ruby M. Kelly
Nikolay Trofimov,Nikolai Nikolayevich Trofimov
Georgiy Georgiu,Georgi Aleksandrovich Georgiu
Evelyn Brent,Mary Elizabeth Riggs
Erford Gage,Erford Holmes Gage
Chef Milani,Joseph L. Milani
Marguerita Sylva,Marguerite Alice Hélène Smith
Charles O'Neal,Charles Samuel Eldridge Patrick Ryan O'Neal Jr.
Grigoriy Shpigel,Grigori Oyzerovich Shpigel
Aleksandr Gurevich, Not Found
Supriya Pathak, Not Found
Robert Gray, Not Found
Kaki Hunter,Katherine Susan Hunter
Amy Wright, Not Found
George Rose, Not Found
Nan Martin,Nan Clow Martin
Galen T. Chu, Not Found
Ike Eisenmann,Ike Keith Eisenmann
Jack Soo,Goro Suzuki
Raymond Huntley, Not Found
Dayton Callie, Not Found
Nicholas Mele, Not Found
Deborah Reinisch, Not Found
Mark A.Z. Dippé,Mark Earnest Dippé
Bill Motz, Not Found
Bob Roth, Not Found
Steven E. Gordon,Steven Eric Gordon
David Boat,David Derrick Boat
David Longworth, Not Found
Robert Koons, Not Found
Francesco Rosi, Not Found
Bonnie Aarons, Not Found
Barry John, Not Found
Julia Jones, Not Found
James Parks,James Jean Parks
Peter Ettinger, Not Found
Nikki Cox,Nicole Avery Cox
Michael Taliferro, Not Found
Dona Drake,Eunice Westmoreland
Mario Siletti,Mario Giovanni Siletti
Howard Negley,Howard Jack Negley
Don Orlando,Orlando Biagio Ferrara
Ted Ryan, Not Found
Rowland Brown,Chauncey Rowland Brown
George Bruce, Not Found
Harold Greene, Not Found
Mark Stevens,Richard William Stevens
Leo Rosten, Not Found
Jay Dratler, Not Found
Bernard C. Schoenfeld, Not Found
Robert Winley, Not Found
Alfred Lynch,Alfred Cornelius Lynch
Donal McCann, Not Found
Jack Durant, Not Found
Eustace Wyatt,Eustace George William Wyatt
Stefan Schnabel, Not Found
Norman Foster,Norman Foster Hoeffer
Don Francks,Donald Harvey Francks
Susan Roman, Not Found
Jimmy Page,James Patrick Page
Clint Ritchie, Not Found
Ray Vitte,Raymond Anthony Vitte
Chu Chu Malave,Edwin Malave
Eugene Butler, Not Found
James Hall,James E. Brown
Coral Browne,Coralie Edith Brown
Roger Smith,Roger LaVerne Smith
Jan Handzlik,Jan Lawrence Handzlik
Peggy Cass,Mary Margaret Cass
Willard Waterman,Willard Lewis Waterman
Robin Hughes, Not Found
Connie Gilchrist,Rose Constance Gilchrist
Yuki Shimoda, Not Found
Morton DaCosta,Morton Tecosky
Patrick Dennis,Edward Everett Tanner III
Senkichi Taniguchi, Not Found
Tadao Nakamaru, Not Found
Marjorie Reynolds,Marjorie Goodspeed
Carl Esmond,Willy Eichberger
Percy Waram,Percy Carne Waram
Pankaj Kapur, Not Found
Brian Imada, Not Found
Arnold Pinnock, Not Found
Chafûrin,Hirotaka Shimasawa
Robert Nathan, Not Found
Kathleen Case,Catherine Walker
Peggy Maley,June Maley
Diane DeLaire, Not Found
Émile Zola,Émile-Édouard-Charles-Antoine Zola
Alfred Hayes,Alfred Haas
Michele Soavi, Not Found
Ann Sothern,Harriette Arlene Lake
William Gargan,William Dennis Gargan
Allyn Joslyn, Not Found
May Beatty, Not Found
Lionel Mark Smith, Not Found
Noomi Rapace,Noomi Norén
Paul Chun,Chiang Chung-nien
Marc Webb, Not Found
Sonia Dresdel,Lois Obee
Bobby Henrey, Not Found
Dandy Nichols,Daisy Sander
Lesley Storm,Mabel Margaret Cowie
Ann Richards, Not Found
John Bromfield,Farron McClain Bromfield
Jimmy Hunt,James Walter Hunt
Dorothy Neumann, Not Found
Paul Fierro, Not Found
Lucille Fletcher,Violet Lucille Fletcher
Aishwarya Rai Bachchan,Aishwarya Krishnaraj Rai
Damon Wayans Jr.,Damon Kyle Wayans Jr.
Edna May Wonacott, Not Found
Charles Bates,James Charles Bates
Clarence Muse,Clarence Edouard Muse
Janet Shaw,Ellen Martha Clancy
Estelle Jewell,Estella Blanche Jewell
William Tummel,William F. Tummell
Benny Urquidez,Benjamin Gilbert Urquidez
Kay Hammond,Dorothy Katherine Standing
Jacqueline Clarke,Jacqueline Coningsby Clarke
Keith Szarabajka, Not Found
Vince Lozano, Not Found
Brittany Curran,Brittany Elizabeth Curran
Cody Linley,Cody Martin Linley
Robert Hooks,Bobby Dean Hooks
Debbi Morgan,Deborah Morgan
Marjoe Gortner,Hugh Marjoe Ross Gortner
Luigi Cozzi, Not Found
Byron Webster, Not Found
Esy Morales,Ismael Morales
Meg Randall,Genevieve Roberts
Joan Miller, Not Found
Edna Holland, Not Found
Marc Krah,Max Krahmalkov
Don Tracy,Donald Fiske Tracy
Kevin Alexander Stea,Kevin Shih
Alan Weeks,Alan Edward Weeks
Robbie Kay, Not Found
Darlene Stuto, Not Found
Roy Frumkes, Not Found
Chuck McCann,Charles John Thomas McCann
Johnny Popwell, Not Found
Wayne Smith, Not Found
Peter Mamakos, Not Found
Anna Lee,Joan Boniface Winnifrith
Nana Bryant,Nana Irene Bryant
Dennis O'Keefe,Edward Vance Flanagan
Tonio Selwart,Anton Th. Selmair
Arno Frey, Not Found
Billy Warlock,William Alan Leming
Ben Slack,Benjamin Hess Slack III
Joel Marsh Garland,Joel Marsh Garland
Edna Best,Edna Clare Best
Vanessa Brown,Smylla Brind
Howard Estabrook,Howard Bolles
Ben Lyon, Not Found
John Darrow,Harry Simpson
Frank Clarke, Not Found
Roy Wilson, Not Found
Douglas Gilmore,Harris Augustin Gilmore
Chauncey Leopardi, Not Found
Carol White,Carole Joan White
Max Terr, Not Found
Robert N. Bradbury,Ronald Bradbury
Bob Steele,Robert Adrian Bradbury
Buck Connors,George Washington Conner
Earl Dwire,Earl Dean Dwire
Robert McKenzie,Robert B. McKenzie
William C. McGann, Not Found
Richard Dix,Ernest Carlton Brimmer
Robert Barrat,Robert Harriot Barrat
Richard Hageman, Not Found
John Halloran, Not Found
José Torres, Not Found
J.P. Manoux,Jean-Paul Christophe Manoux
Peggy Montgomery,Margaret Dorothy Montgomery
J.P. McGowan,John Paterson McGowan
Jack Ponder,John L. Ponder
Paul H. Allen,Paul Huffer Allen
Syd Saylor,Leo Sailor
Forrest Taylor,Edwin Forrest Taylor
Horace Murphy,William Horace Murphy
Richard Venture,Richard Charles Venturella
Ted Wells,John Oscar Wells
Jimmy Aubrey,James Aubrey Whitehead
Lew Meehan,James Lew Meehan
James Sheridan,James Sheridan Tansey
Norma Shearer,Edith Norma Shearer
Mary Boland,Marie Anne Boland
Jane Murfin, Not Found
Angus MacPhail, Not Found
Dayton Lummis, Not Found
Peggy Webber, Not Found
Katharine Blake,Illonne Katharine Inglestone
Michael Johnson,Michael Anthony Johnson
Joseph O'Conor, Not Found
Nora Swinburne,Leonora Mary Johnson
Richard Sokolove, Not Found
John Hale,John Barry Hale
Cyril Delevanti,Harry Cyril Delevanti
Gert van den Bergh, Not Found
Anton Walbrook,Adolf Anton Wilhelm Wohlbrück
Léonide Massine,Leonid Fedorovitch Miassine
Ludmilla Tchérina,Monique Tchemerzine
Sandy Duncan,Sandra Kay Duncan
Joel McKinnon Miller, Not Found
Mildred Davis,Mildred Hillary Davis
Anna Townsend, Not Found
Charles Stevenson,Charles Edward Stevenson
Dick Sutherland,Archie Thomas Johnson
Noah Young, Not Found
Ann Christy,Gladys Cronin
Babe Ruth,George Herman Ruth Jr
John Brandon,John Edward Barandon
Kenneth Macgowan, Not Found
Geoffrey Household,Edward West
Frank Gruber, Not Found
Carl Pierson, Not Found
Alberta Vaughn,Alberta F. Vaughn
George 'Gabby' Hayes,George Francis Hayes
Yakima Canutt,Enos Edward Canutt
Artie Ortego, Not Found
Louis Germonprez,Louis Joseph Germonprez
Bernard McConville,Lee Bernard McConville
Adrianne Palicki,Adrianne Lee Palicki
Fern Emmett, Not Found
John Ward, Not Found
Lucile Browne,Lucile Ruth Browne
LeRoy Mason,LeRoy Franklin Mason
Jay Wilsey,Wilbert Jay Wilsey
John Ince,John Edward Ince
Henry Roquemore, Not Found
Jack Duffy, Not Found
Lloyd Whitlock, Not Found
Gordon De Main,Floyd Wood
Mimi Aguglia, Not Found
Randy Savage,Randy Mario Poffo
Lisa M. Poole, Not Found
William Corson, Not Found
Fred Katz, Not Found
Antony Carbone, Not Found
Julian Burton, Not Found
Ed Nelson,Edwin Stafford Nelson
Benjamin Glazer, Not Found
Ralph Truman,Ralph du Vergier Truman
Douglas Wilmer, Not Found
John Howard Lawson, Not Found
Charles R. Rogers, Not Found
Onslow Stevens,Onslow Ford Stevenson
Harvey Clark,Harvey Thornton Clark
Lillian Harmer, Not Found
Louise Beavers, Not Found
Clarence Wilson,Clarence Hummel Wilson
Owen Moore, Not Found
Jerry Hardin,Jerry Waynn Hardin
Ken Clark,Kenneth Donovan Clark
Yvette Vickers,Iola Yvette Vedder
Richard Cummings,Richard Henry Cummings
Mildred Harris, Not Found
William H. Brown, Not Found
James Harrison,James Aldrich Harrison
Edward Underdown,Charles Edward Underdown
Ivor Barnard, Not Found
Marco Tulli, Not Found
Angela Clarke, Not Found
Edward Cronjager,Edward Julius Cronjager
William Nigh,Emil Kreuske
Jack Dietz,Aron Datzhowsky
Joan Barclay,Mary Elizabeth Greear
Ralph Brooke,Ralph Tweer
Nando Angelini,Ferdinando Angelini
Walter Lantz,Walter Lanza
Eugene Jackson, Not Found
Tim Lewis, Not Found
Ronald G. Roumas, Not Found
Tony Sereno, Not Found
Tony Halme,Tony Christian Halme
William Holden,Willis Chester Holt
Henry Lehrman, Not Found
Mack Sennett,Michael Sinnott
Ford Sterling,George Ford Stich
Emma Bell Clifton,Emma Bell
George Nichols,George Nicholls
Minta Durfee,Araminta Estelle Durfee
Eva Nelson, Not Found
Dane Clark, Not Found
Warner Anderson, Not Found
Robert Hutton,Robert Bruce Winne
Peter Whitney,Peter King Engle
Faye Emerson,Faye Margaret Emerson
Bill Kennedy,Willard Kennedy
Arthur Lueker, Not Found
Lawrence W. Butler, Not Found
Willard Van Enger,Willard James Van Enger
Phyllis Calvert,Phyllis Hannah Bickle
Norman Krasna, Not Found
Sydney Streeter,Sydney Stanley Streeter
Joan Johnstone, Not Found
John O'Gorman,John A. D. O'Gorman
Roy Parkinson,Roy Henry Parkinson
Richard Bird, Not Found
Len Shilton, Not Found
Fritz Schade,Frank Schade
Cecile Arnold,Cecile Laval Arnoux
Alice Howell,Alice Florence Clark
Mabel Normand,Mabel Ethelreid Normand
William Talman,William Whitney Talman Jr.
Gene Evans,Eugene Barton Evans
Lewis L. Russell,George Lewis Lord
Aminta Dyne,Maggie Bradley
Leonardo Bercovici, Not Found
Alice Davenport,Alice Shepard
Harry McCoy, Not Found
Roscoe 'Fatty' Arbuckle,Roscoe Conkling Arbuckle
Charles Murray, Not Found
John T. Dillon, Not Found
Al St. John,Alfred St. John
Marie Dressler,Leila Marie Koerber
Jack White,Jack Weiss
Larry Fine,Louis Feinberg
Curly Howard,Jerome Lester Horwitz
Bud Jamison,William Edward Jaimison
Luther Reed, Not Found
John Entwistle,John Alec Entwistle
John Maxwell, Not Found
Katherine Warren, Not Found
Emerson Treacy, Not Found
Robert Osterloh, Not Found
Sherry Hall,Sheridan Francis Hall
Louise Lorimer, Not Found
Michael Siberry, Not Found
Stan Laurel,Arthur Stanley Jefferson
Jimmy Conlin,James Patrick Conlin
Raymond Walburn,Raymond Rolland Walburn
Benjamin Christensen, Not Found
Clara Pontoppidan, Not Found
Elith Pio, Not Found
Oscar Stribolt, Not Found
Polly Ann Young, Not Found
Alfred Santell,Alfred Allen Santell
Osa Massen,Aase Madsen Iversen
Fletcher Markle, Not Found
Will Rogers,William Penn Adair Rogers
Frank Puglia, Not Found
James Seay,James William Seay
Steve Pendleton, Not Found
Frank Alexander, Not Found
Joyce Compton,Olivia Joyce Compton
Lucia Carroll,Lucia Edith La Certe
Egon Brecher, Not Found
Cliff Clark, Not Found
Joseph Crehan,Joseph A. Creaghan
Ben Welden,Benjamin Weinblatt
Constance Bennett,Constance Campbell Bennett
Virginia Sale, Not Found
Theodore von Eltz,Julius Theodor von Eltz
Elaine Shepard, Not Found
Doodles Weaver,Winstead Sheffield Glenndenning Dixon Weaver
Si Jenks,Howard Jenkins
Milton H. Bren,Milton Harold Bren
Marvin Hatley, Not Found
William H. Terhune,William Hilton Terhune
Arthur I. Royce, Not Found
Samuel Lange, Not Found
Ferdinand Gottschalk, Not Found
Jean Yarbrough,Arthur Jean Wilker Yarbrough
Joan Woodbury,Joanne Woodbury
Mantan Moreland, Not Found
Lindsley Parsons, Not Found
George B. Seitz,George Brackett Seitz
Gabriel Dell,Gabriel Del Vecchio
Albert S. Rogell, Not Found
Mona Ray, Not Found
Jackson Beck, Not Found
Joe Kaufmann, Not Found
Grant Taylor,Ronald Grant Taylor
Juan Olaguivel,Juan Olaguível Pedrós
Nana DeHerrera, Not Found
Dwain Esper,Dwain Atkins Esper
Horace B. Carpenter,Horace Bernard Carpenter
Ted Edwards,M.E. Burrell
George Antheil,George Johann Carl Antheil
Katherine Locke, Not Found
Charles Dingle, Not Found
Sidney Harmon, Not Found
Zachary Gordon,Zachary Adam Gordon
Barry Kelley,Edward Barry Kelley
Leo Penn, Not Found
Kay Medford,Margaret Kathleen Regan
Aldous Huxley,Aldous Leonard Huxley
Mona Washbourne,Mona Lee Washbourne
Victor Brooks,Victor Ronald Brooks
Fred Johnson, Not Found
Norman Pierce, Not Found
Marie Devereux,Patricia Sutcliffe
Edwin H. Knopf, Not Found
Earle Browne,Thomas Earle Brown
Maria Alba,Maria Casajuana
Leo C. Popkin, Not Found
Elliott Nugent,Elliott John Nugent
Frankie Thomas,Frank M. Thomas
William H. Pine, Not Found
Blanche Yurka,Blanche Jurka
Benjamin Stoloff,Benjamin W. Stoloff
Reed Howes,Hermon Reed Howes
Earle Hodgins,George Earl Hodgins
Edna Mae Harris, Not Found
Burt Wenland, Not Found
Lotus Long,Lotus Pearl Shibata
Charles Miller,Charles Fish Miller
Laslo Benedek,László Benedek
Judy Landon, Not Found
Leo Gorcey,Leo Bernard Gorcey
Bobby Jordan, Not Found
Kenneth Howell, Not Found
Jennifer Holt,Elizabeth Marshall Holt
John Miljan,Jovan Miljanovic
Victor Halperin, Not Found
Edward Halperin,Edward Robert Halperin
Roy D'Arcy,Roy Francis Giusti
Joseph Kane,Jasper Joseph Inman Kane
Armand Schaefer, Not Found
Monte Blue,Gerard Montgomery Blue
Cecilia Parker, Not Found
Milton Subotsky, Not Found
Rick Canelli, Not Found
Ben Piazza,Benito Daniel Piazza
Alfred Lutter III, Not Found
Lyman Ward, Not Found
Helen Kleeb, Not Found
Lennie Weinrib, Not Found
Raymond Hatton,Raymond William Hatton
Don Blakely, Not Found
Joseph Carberry, Not Found
Evgeniy Zharikov,Yevgeni Ilyich Zharikov
Lane Chandler,Robert Chandler Oakes
Christy Cabanne,William Christy Cabanne
Molly Lamont, Not Found
Charles Butterworth,Charles Edward Butterworth
Arline Judge,Margaret Arline Judge
Andrew W. Garroni, Not Found
Tito Goya,Andrew Butler
Rolando Molina,Rolando Alberto Argueta-Molina
Jeff Carlson, Not Found
David Hanson,David J. Hanson
Yvon Barrette, Not Found
Yvan Ponton, Not Found
Masako Nozawa, Not Found
Eddie Fisher,Edwin John Fisher
Jeffrey Lynn,Ragnar Godfrey Lind
Susan Oliver,Charlotte Gercke
Daniel Mann,Daniel Chugerman
Cordis Heard, Not Found
Earl Maynard, Not Found
Yûko Minaguchi,Tomoko Minaguchi
Toshihiko Seki, Not Found
Vincent Ventresca,Vincent Paul Gerard Ventresca
John Gregson,Harold Thomas Gregson
George Murcell, Not Found
Wolf Frees,Wolfgang Müller-Frees
Phil Weinstein, Not Found
Mervyn Johns,David Mervyn Johns
Marie Lohr,Marie Kaye Wouldes Lohr
Robert J. Rosenthal, Not Found
Gillo Pontecorvo,Gilberto Pontecorvo
Janine Duvitski,Christine Janine Drzewicki
John Salthouse, Not Found
George Weiss,George G. Weiss
Jessie Lee Fulton, Not Found
Michael Harvey, Not Found
Jay Bixsen, Not Found
Sandy Fox,Sandra Marie Kessler
Al Cerullo, Not Found
Colleen Callaghan, Not Found
Jan Foster, Not Found
Ric Keeley, Not Found
Ted Zachary, Not Found
Wally Adee, Not Found
Robert DiGrigoli, Not Found
Brick Mason, Not Found
Carla Raij, Not Found
Brian D. Lucas, Not Found
Danny Michael, Not Found
Charles W. Ritter, Not Found
Joan Rowe, Not Found
Louis Goldman, Not Found
Kyle Rudolph, Not Found
Robert Sciretta, Not Found
Dylan Goss, Not Found
Michael Kelem, Not Found
